  File Name      Title
  012-03000000   Healthcare Identifiers (HI) Service - Health Professionals
  012-03010000   Administration for Healthcare Identifiers (HI) Service
  012-03010010   Address formatting in Healthcare Identifiers (HI) Service
  012-03010020   Document storage for Healthcare Identifiers (HI) Service
  012-03010030   HP Records Manager for Healthcare Identifiers (HI) Service
  012-03020000   Handle calls for Healthcare Identifiers (HI) Service
  012-03020010   Handle call from Responsible Officer (RO), Organisation Maintenance Officer (OMO) or Contracted Service Provider (CSP) on behalf of an organisation
  012-03020020   Handle call from provider or authorised employee about an Individual Healthcare Identifier (IHI)
  012-03020030   Handle call from provider about Healthcare Provider Identifier - Individual (HPI-I)
  012-03020040   Handle 'Act for' call in Healthcare Identifiers (HI) Service
  012-03030000   Evidence of identity for Healthcare Identifiers (HI) Service
  012-03040000   Search for records in Healthcare Identifiers (HI) Service
  012-03040010   Search for Individual Healthcare Identifier (IHI) in Healthcare Identifiers (HI) Service
  012-03040020   Searching for records in the Healthcare Identifiers Service using the eHealth Program (EHP)
  012-03050000   Australian Health Practitioner Regulation Agency (Ahpra) and Healthcare Identifiers (HI) Service
  012-03060000   Professional associations and Healthcare Identifiers (HI) Service
  012-03070000   Contracted Service Provider (CSP) in Healthcare Identifiers (HI) Service
  012-03070010   Create Contracted Service Provider (CSP) organisation record in Healthcare Identifiers (HI) Service
  012-03070020   Create Contracted Service Provider (CSP) Officer record in Healthcare Identifiers (HI) Service
  012-03070030   Amend Contracted Service Provider (CSP) organisation record in Healthcare Identifiers (HI) Service
  012-03070040   Amend Contracted Service Provider (CSP) Officer record in Healthcare Identifiers (HI) Service
  012-03070050   Link or unlink Contracted Service Provider (CSP) organisation record to or from a healthcare organisation (HPIO) in the Healthcare Identifiers (HI) Service
  012-03070060   Link or unlink Contracted Service Provider (CSP) Officer to a CSP organisation record in Healthcare Identifiers (HI) Service
  012-03070070   Deactivate Contracted Service Provider (CSP) organisation record in Healthcare Identifiers (HI) Service
  012-03070080   Retire Contracted Service Provider (CSP) organisation record in Healthcare Identifiers (HI) Service
  012-03070090   Reinstate Contracted Service Provider (CSP) organisation record in Healthcare Identifiers (HI) Service
  012-03080000   General Supporting Organisation (GSO) records in Healthcare Identifiers (HI) Service
  012-03090000   Roles in the Healthcare Identifiers (HI) Service
  012-03090010   Manage authorised employee record in Healthcare Identifiers (HI) Service
  012-03090020   Create Organisation Maintenance Officer (OMO) record in Healthcare Identifiers (HI) Service
  012-03090030   Create Responsible Officer (RO) record in the Healthcare Identifiers (HI) Service
  012-03090040   Amend Responsible Officer (RO) or Organisation Maintenance Officer (OMO) record in the Healthcare Identifiers (HI) Service
  012-03090060   Link or unlink Responsible Officer (RO) or Organisation Maintenance Officer (OMO) to an organisation in the Healthcare Identifiers (HI) Service
  012-03090070   Identify and resolve replica eHealth Program (EHP) individual record in Healthcare Identifiers (HI) Service
  012-03090080   Identify and resolve duplicate eHealth Program (EHP) individual record in Healthcare Identifiers (HI) Service
  012-03090090   Retire eHealth Program (EHP) individual record in Healthcare Identifiers (HI) Service
  012-03090100   Reinstate eHealth Program (EHP) individual record in Healthcare Identifiers (HI) Service
  012-03100000   Healthcare Provider Identifier - Individual (HPI-I) in Healthcare Identifiers (HI) Service
  012-03100010   Health Identifiers Provider Directory Service (HI HPD)
  012-03100020   Create Healthcare Provider Identifier - Individual (HPI-I) record in Healthcare Identifiers (HI) Service
  012-03100030   Amend Healthcare Provider Identifier - Individual (HPI-I) record in Healthcare Identifiers (HI) Service
  012-03100040   Link or unlink Healthcare Provider Identifier - Individual (HPI-I) to an organisation in Healthcare Identifiers (HI) Service
  012-03100050   Deactivate Healthcare Provider Identifier - Individual (HPI-I) record in Healthcare Identifiers (HI) Service
  012-03100060   Reactivate Healthcare Provider Identifier - Individual (HPI-I) record in Healthcare Identifiers (HI) Service
  012-03110000   Healthcare Provider Identifier - Organisation (HPI-O) in Healthcare Identifiers (HI) Service
  012-03110010   Create Healthcare Provider Identifier - Organisation (HPI-O) record for network organisation in Healthcare Identifiers (HI) Service
  012-03110020   Create Healthcare Provider Identifier - Organisation (HPI-O) record for seed organisation in Healthcare Identifiers (HI) Service
  012-03110030   Register a pharmacy as an organisation in Healthcare Identifiers (HI) Service
  012-03110040   Amend Healthcare Provider Identifier - Organisation (HPI-O) record in the Healthcare Identifiers (HI) Service
  012-03110050   Restructure Healthcare Provider Identifier - Organisation (HPI-O) in Healthcare Identifiers (HI) Service
  012-03110060   Merge network organisations in Healthcare Identifiers (HI) Service
  012-03110070   Process organisation change of ownership in the Healthcare Identifiers (HI) Service
  012-03110080   Identify and resolve replica Healthcare Provider Identifier - Organisation (HPI-O) record in Healthcare Identifiers (HI) Service
  012-03110090   Identify and resolve duplicate Healthcare Provider Identifier - Organisation (HPI-O) record in Healthcare Identifiers (HI) Service
  012-03110100   Deactivate Healthcare Provider Identifier - Organisation (HPI-O) organisation in Healthcare Identifiers (HI) Service
  012-03110110   Retire Healthcare Provider Identifier - Organisation (HPI-O) record in Healthcare Identifiers (HI) Service
  012-03110120   Reinstate Healthcare Provider Identifier - Organisation (HPI-O) organisation in Healthcare Identifiers (HI) Service
  012-03120000   Authentication required to access digital health
  012-03130000   Evidence of identity processing for an individual in the Healthcare Identifiers (HI) Service
  012-03140000   Evidence of identity processing for an organisation in the Healthcare Identifiers (HI) Services
  012-04000000   My Health Record - Health Professionals
  012-04010000   Manage provider enquiries and issues relating to the My Health Record system
  012-04010010   Provider security check for the My Health Record system
  012-04010020   Manage general My Health Record healthcare provider enquiries
  012-04020000   Provider registration for the My Health Record system
  012-04040000   My Health Record Provider Participation Register (PPR)
  012-04040010   Link a healthcare provider to a healthcare organisation in the Provider Participation Register (PPR)
  012-04050000   My Health Record provider applications
  012-04050020   Assessing an Application to establish list of authorised healthcare provider individuals (10516) (Department of Health form)
  012-04050030   Processing an Application to register Network Organisation in the My Health Record system (ADHA form)
  012-04050040   Process between HI (Part A) and My Health Record (Part B) registration for combined Application to Register a Seed Organisation (HW018)
  012-04050050   Archiving My Health Record provider applications
  012-04060000   Customer Relationship Management (CRM) system
  012-04060020   Customer Relationship Management (CRM) system Hot Keys
  012-05000000   Medicare eBusiness and Health Provider support
  012-05010000   eBusiness Service Centre for Medicare
  012-05010010   Verify caller identity for eBusiness Service Centre enquiries
  012-05010030   Register provider for electronic funds transfer (EFT)
  012-05010050   Delete electronic Medicare claims for eBusiness Service Centre
  012-05010060   Failed claim transmissions for eBusiness Service Centre
