
[Expand/Collapse all sections]Expand all

Families content

  -------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  007-01000000   Initial contact by families
  007-01010000   Initial contact by customers claiming payments for families
  007-01010020   Initial contact for an early claim for family assistance and Parental Leave Pay (PPL)
  007-01010030   Initial contact by customers claiming Family Tax Benefit (FTB) as a lump sum for a previous year
  007-01010040   Initial contact by customers claiming Dad and Partner Pay (DAP)
  007-01010050   Initial contact by customers claiming Double Orphan Pension (DOP)
  007-01010090   Initial contact after the death of a potential family assistance and Paid Parental Leave customer
  007-01010100   Claiming family assistance and Parental Leave Pay (PPL) for a newborn child
  007-01030040   Claiming Family Tax Benefit (FTB) instalments for children in care other than a newborn or adopted child
  007-01030100   Claiming Parenting Payment (PP)
  007-01030110   Assisting Indigenous customers to claim family assistance and/or Paid Parental Leave scheme payments
  007-01040000   Receipt of claims, forms and documentation for family assistance
  007-01060000   Approved Care Organisations (ACO)
  007-01060010   Approval, rejection, withdrawal and monitoring of Approved Care Organisations (ACO)
  007-02000000   Baby Bonus (BBY)
  007-02010010   Claiming payments for children leaving care as part of the process of adoption or a surrogacy arrangement
  007-02010020   Checking the status of an early claim for family assistance and Paid Parental Leave scheme payments
  007-02010030   Changing claim choice for a newborn or adopted child
  007-02020080   Separated couples and eligibility for Family Tax Benefit (FTB) for a period before separation
  007-02040000   Shared care eligibility for family assistance and Paid Parental Leave scheme payments
  007-02040010   Customer advises care arrangements for Family Tax Benefit (FTB)
  007-02040020   Notification and assessment of shared care arrangements for Family Tax Benefit (FTB)
  007-02040030   Alignment of Care processing for Family Tax Benefit (FTB) lump sum claims
  007-02040040   Waiver of Family Tax Benefit (FTB) shared care entitlement
  007-02050000   Shared care for social security payments
  007-02050010   Principal carer determination in shared care arrangements
  007-02050020   'With child' rate of benefit for non-principal carers with shared care
  007-02060000   Rate of Parental Leave Pay (PPL) and Dad and Partner Pay (DAP)
  007-02070000   Help for grandparents caring for children
  007-02080000   Family Tax Benefit (FTB), Child Care Subsidy (CCS) and Paid Parental Leave scheme customer/child going overseas
  007-02080020   Double Orphan Pension (DOP) overseas absences
  007-02080030   Changing Australian residence details for family assistance and Paid Parental Leave scheme customer/child
  007-02220080   Cancellation, suspension and rejection codes for Parenting Payment (PP)
  007-02240000   Assessment of income and assets for Parenting Payment (PP)
  007-02250000   Rates of Parenting Payment (PP)
  007-02260000   Employment assistance for Family Tax Benefit (FTB), Child Care Subsidy (CCS) and Parenting Payment (PP) customers
  007-03000000   Child Care Benefit (CCB)
  007-03010030   Helping customers provide proof of a child's birth for family assistance, Child Care Subsidy (CCS) and Paid Parental Leave scheme claims
  007-03020050   Completing the Details of your child's care arrangements (FA012)
  007-03030000   Assessing Child Care Benefit (CCB) claims for approved care and registered care
  007-03030040   Recalculation of a Child Care Benefit (CCB) lump sum claim
  007-03030090   Family assistance customer becomes partnered
  007-03040000   Eligibility for Child Care Benefit (CCB)
  007-03040020   Eligible hours for Child Care Benefit (CCB)
  007-03050010   Family Tax Benefit (FTB) claim options and payment choices
  007-03060000   Child Care Benefit (CCB) rate
  007-03060040   Absences for Child Care Benefit (CCB) and JET Child Care fee assistance (JETCCFA)
  007-03060050   Calculating the Child Care Benefit (CCB) percentage for approved care
  007-03080010   The Child Care Management System (CCMS)
  007-03080020   Customer queries Child Care Management System (CCMS) information
  007-03110020   Reconciliation of Child Care Rebate (CCR)
  007-03140010   Cancellation and rejection codes for Child Care Benefit (CCB) and JET Child Care fee assistance (JETCCFA)
  007-04040000   Parenting Payment (PP) letters
  007-04040010   Parenting Payment (PP) automatic letters
  007-04040020   Parenting Payment (PP) online advices
