  File Name      Title
  101-03000000   Additional financial assistance and bonus payments
  101-03020000   Medicare Teen Dental Plan
  101-03030000   Centrelink enquiries for Child Dental Benefits Schedule (CDBS)
  101-03040000   Insulin Pumps subsidy for young people with Type 1 Diabetes
  101-03060000   Household Stimulus Package
  101-03070000   Education Tax Refund (ETR) payment for 2011-12
  101-03080000   Schoolkids Bonus
  101-03080100   Schoolkids Bonus School Leaver Payment
  101-03090000   Energy Supplement
  101-03090020   Clean Energy Advance (CEA) for Family Tax Benefit (FTB) customers
  101-03090050   Energy Supplement for Commonwealth Seniors Health Card holders
  101-03090060   Energy Supplement for Family Tax Benefit (FTB) recipients
  101-03160000   ParentsNext appointments and processing
  101-03160010   ParentsNext suspension and restoration
  101-05000000   Specialist officers and other internal supports for customers
  101-05030000   Community Engagement Officers (CEO)
  101-05070000   Complex Assessment Officers (CAO)
  101-05070010   Identifying and making suitable referrals to the Complex Assessment Officer (CAO)
  101-05080000   Financial Information Service (FIS)
  101-05090000   Specialist staff for Indigenous customers
  101-05100000   Multicultural Service Officers (MSO)
  101-05100040   Multilingual Phone Service (MPS)
  101-06000000   Concession cards and information
  101-06010000   Commonwealth Seniors Health Card (CSHC) concessions
  101-06010010   How to reissue concession cards
  101-06020000   Health Care Card (HCC)
  101-06020010   Health Care Cards (HCC) for foster children
  101-06020020   Health Care Card (HCC) not renewed/issued for Family Tax Benefit (FTB) customers
  101-06020040   Dependents listed on a customer's concession card
  101-06030000   Ex-Carer Allowance (child) Health Care Card (EHC)
  101-06030020   Renewing the Ex-Carer Allowance (child) Health Care Card (EHC)
  101-06040000   Low Income Health Care Card (LIC)
  101-06040010   Claiming Low Income Health Care Card (LIC)
  101-06040020   Low Income Health Care Card (LIC) renewals
  101-06040030   Low Income Health Care Card (LIC) income test
  101-06040040   Age qualifications for a Low Income Health Care Card (LIC) or a Foster Child Health Care Card (FST)
  101-06040050   Residence assessment for adult customers claiming a Low Income Health Care Card (LIC), Foster Child Health Care Card (FST HCC) or Ex-Carer Allowance (child) Health Care Card (EHC)
  101-06040060   Rejecting a Low Income Health Care Card (LIC) claim
  101-06040080   Restoration of a Low Income Health Care Card (LIC)
  101-06040090   Cancellation and rejection codes for Low Income Health Care Card (LIC)
  101-06040100   Cancellation of a Low Income Health Care Card (LIC)
  101-06050000   Pensioner Concession Card (PCC)
  101-06060000   Concession Entitlement System
  101-06060010   Preferences for concession cards
  101-06060020   Override entitlement processing for concession cards
  101-06060030   Extended entitlement to Concession Cards
  101-06060040   Concession Entitlement Validation Online Enquiry
  101-06070000   Confirming concession card entitlement and issuing interim vouchers
  101-06070010   Concession cards for eligible children temporarily in non-custodial parent's care
  101-06080000   Extra concession information
  101-06100000   Medicare card number collection for the Pharmaceutical Benefits Scheme (PBS) and Medicare Safety Net
  101-06100010   Requesting Medicare card numbers from customers for the Pharmaceutical Benefits Scheme (PBS) and Medicare Safety Net
  101-06100020   Remote community customers Medicare card number collection for the Pharmaceutical Benefits Scheme (PBS) and Medicare Safety Net
  101-06100030   Recording Medicare card numbers for the Pharmaceutical Benefits Scheme (PBS) and Medicare Safety Net
  101-06110000   Medicare Safety Net and Family Tax Benefit (FTB) validation with Medicare
  101-06120000   NSW Half Fare Transport Concession Scheme
  101-06140000   Non-income tested (NOI) concession cards
  101-07000000   Agents and Access Points
  101-07020000   Reconnect
  101-07030000   Silver Service phone line for Specified Personnel at Agent sites
  101-08000000   Services and information for the general public
  101-08010000   Hearing Australia
  101-08030000   Australian Taxation Office (ATO) information for customers
  101-08060000   Services Australia website
  101-08070000   Publicity material
  101-08070030   Forms
  101-08070040   Publications
  101-08080000   Web and alternative accessibility assistance for customers
  101-08210010   Manage study details option online
  101-08220010   Check independence through work history online
  101-09000000   Deduction and Confirmation programmes
  101-09010000   Centrelink Confirmation eServices
  101-09010030   Customer consent for Centrelink Confirmation eService (CCeS)
  101-09010040   Registration for Income Management deductions, Electronic Verification of Rent (EVoR) or Centrelink Confirmation eServices (CCeS)
  101-09010050   Add or remove characteristics for Centrelink Confirmation eServices (CCeS) businesses
  101-09010060   Centrelink Deduction Reports and Organisational Online Mail (OOM) for Deduction and Confirmation Programmes
  101-09010070   Bulk transfer for Income Management
  101-09020060   Income statements and detailed income and asset statements
  101-09030000   Review process for Third Party Organisations (TPO)
  101-09030010   Actioning a review for Third Party Organisations (TPO)
  101-09030020   Re-reviews for non-compliant Third Party Organisations (TPO)
  101-09030030   Compliance review reports for Third Party Organisations (TPO)
  101-09040000   Deduction and Confirmation programmes for businesses
  101-09050000   Centrelink Business Online Services
  101-11020100   Coding the Third Party Notification Summary (TPNS) screen
  101-17021300   Personalised Services
  101-17021301   Referring customers to and handling customer enquiries and correspondence for Personalised Services
  101-17051500   Digital Assistants
  101-17061500   Energy Assistance Payment (EAP)
  101-17092600   Delivering face-to-face services for the Department of Veterans' Affairs (DVA)
  101-18041800   ParentsNext exits and exemptions
  101-18042300   Processing Low Income Health Care Card (LIC) claims
  101-18101001   ParentsNext eligibility and servicing
  101-19030637   Centrelink Business Online Services (CBOS) access for Deduction and Confirmation Programmes
  101-19103112   Transition to Business Hub from Centrelink Business Online Services (CBOS)
  101-19103125   Business Hub
  101-20012822   Managing personnel and updating details in Business Hub
  101-20031226   Economic Support Payment
  101-20033043   Coronavirus Supplement
  101-20040231   Registration for Business Hub
  101-20073121   Actioning Business Hub and Unified Government Gateway (UGG) requests
  101-20073126   Cape York Initiative in Business Hub
  101-21082648   Appointment Based Service
  101-22033004   Cost of Living Payment
  101-22070746   Education, Support and Training
  101-22092659   Australian Electoral Commission (AEC) - Non-parliamentary political party membership testing
  101-23010307   Customer Information Release service
  101-23041750   Grandparent, Foster and Kinship Carer Advisers
  -------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
