
[Expand/Collapse all sections]Expand all

Older Australians content

  -------------- ------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  065-01000000   Initial contact and identification of services for Older Australians
  065-01010000   Initial contact by a customer who has retired or is about to retire
  065-01010020   Initial contact by customers registering for Pension Bonus Scheme (PBS)
  065-01010030   Initial contact to claim Pension Bonus Payment (PBP)
  065-01010040   Initial contact by customers claiming Pension Bonus Bereavement Payment (PBBP)
  065-01010050   Initial contact by customers claiming Commonwealth Seniors Health Card (CSHC)
  065-01010060   Initial contact by customers applying for the Home Equity Access Scheme
  065-01010070   Aged care - initial contact
  065-01050000   State Seniors Cards
  065-03000000   Age Pension
  065-03010000   Claiming Age Pension
  065-03010020   Transfer to Age Pension
  065-03010030   Re-claiming Age Pension
  065-03020010   Completing the Claim for Age Pension and Pension Bonus (SA002)
  065-03030000   Assessing Age Pension claims and transfers
  065-03030010   Assessing transfers to Age Pension
  065-03030030   Rejecting a claim for Age Pension
  065-03030050   Processing claims for Age Pension and Pension Bonus
  065-03040000   Qualification for Age Pension
  065-03040010   Residence assessment for customers claiming Age Pension
  065-03050000   Rate of Age Pension
  065-03060000   Change of circumstances for Age Pension customers
  065-03060010   Commencing or returning to work for Age Pension
  065-03070000   Age Pension customer going overseas
  065-03080000   Age Pension cancellations, suspensions, rejections and restorations
  065-03080010   Cancellation, suspension and rejection reason codes for Age Pension
  065-03080020   Suspension of Age Pension
  065-03080030   Restoration of Age Pension
  065-03080040   Cancellation of Age Pension
  065-03090000   Other payments and supplementary benefits that may be claimed by Older Australians
  065-04000000   Age Pension (Blind) overview
  065-04010000   Transfer to Age Pension (Blind)
  065-04020000   Assessing Age Pension (Blind) claims
  065-04030000   Qualification for Age Pension (Blind)
  065-04040000   Rate of Age Pension (Blind)
  065-05000000   Aged Care
  065-05020000   Accommodation rules summary for seniors and aged care
  065-05020020   Aged care fees and charges - accommodation payments
  065-05030000   Aged care financial hardship assistance - overview
  065-05030010   Aged care financial hardship assistance - assessment
  065-05050000   Rent Assistance (RA) and change of address to and from aged care
  065-06000000   Commonwealth Seniors Health Card (CSHC)
  065-06010000   Claiming Commonwealth Seniors Health Card (CSHC)
  065-06010010   Re-claim for a Commonwealth Seniors Health Card (CSHC)
  065-06010020   Re-claiming a Commonwealth Seniors Health Card (CSHC) (including verbal re-claims) after a portability cancellation
  065-06020000   Completing claims and forms for Commonwealth Seniors Health Card (CSHC)
  065-06020020   Completing a re-claim for a Commonwealth Seniors Health Card
  065-06030000   Assessing Commonwealth Seniors Health Card (CSHC) claims
  065-06030010   Tax File Number (TFN) for Commonwealth Seniors Health Card (CSHC)
  065-06030020   Commonwealth Seniors Health Card (CSHC) income test and reference tax year
  065-06030030   Lodgement of the Notice of Assessment (NOA) and other evidence of income for Commonwealth Seniors Health Card (CSHC)
  065-06030040   Rejecting a claim for Commonwealth Seniors Health Card (CSHC)
  065-06040000   Eligibility for Commonwealth Seniors Health Card
  065-06040010   Residence assessment for customers claiming Commonwealth Seniors Health Card (CSHC)
  065-06060000   Commonwealth Seniors Health Card cancellations and restorations
  065-06060010   Cancellation and rejection codes for Commonwealth Seniors Health Card (CSHC)
  065-06060020   Cancellation of Commonwealth Seniors Health Card (CSHC)
  065-06060030   Restoration of Commonwealth Seniors Health Card (CSHC)
  065-06070000   Commonwealth Seniors Health Card (CSHC) annual bulk issue
  065-07000000   Pension Bonus Scheme (PBS)
  065-07010000   Claiming the Pension Bonus
  065-07010010   Registration for Pension Bonus Scheme (PBS)
  065-07010020   Issue of Evidentiary Certificate for the Pension Bonus Scheme (PBS)
  065-07010030   Return and processing of Pension Bonus letters
  065-07010040   Pension Bonus Top-up Payment (PBTP)
  065-07020020   Completing the Claim for Pension Bonus Bereavement Payment (SA388)
  065-07030000   Assessing Pension Bonus claims
  065-07030010   Calculating a Pension Bonus
  065-07030020   Non-accruing membership of the Pension Bonus Scheme (PBS)
  065-07030030   Accruing membership of the Pension Bonus Scheme (PBS)
  065-07030040   Qualification and assessment of Pension Bonus Payment (PBP)
  065-07030050   Qualification and assessment of Pension Bonus Bereavement Payment
  065-07040000   Qualification for Pension Bonus payments
  065-07050000   Pension Bonus Scheme rejections and cancellations
  065-07050010   Cancellation and rejection codes for Pension Bonus Scheme (PBS)
  065-07050020   Cancellation of membership for Pension Bonus Scheme (PBS)
  065-08000000   Home Equity Access Scheme
  065-08020010   Assessing Home Equity Access Scheme applications
  065-08020020   Security for the Home Equity Access Scheme
  065-08020030   Initiating recovery of a Home Equity Access Scheme outstanding loan amount
  065-08020040   Repayment of Home Equity Access Scheme loans
  065-08020050   Settlement of Home Equity Access Scheme loan amounts
  065-08020060   Home Equity Access Scheme reviews
  065-09000000   Aged care means assessment
  065-09010040   Aged Care Reviews – Residential Care Pre 1 July 2014 - processing reviews and reassessments
  065-09030010   Aged Care means assessment – Rental income from principal home
  065-09030070   Aged care reviews – manual follow-ups
  065-10000000   Wife Pension (WP)
  065-11000000   Accommodation choices for older Australians
  065-11010000   Retirement villages
  065-11010010   Assessment of entry contribution
  065-11020000   Supported Residential Services (SRS)
  065-12000000   Other financial assistance and services for Older Australians
  065-13000000   Aged Care program for service providers
