
[Expand/Collapse all sections]Expand all

Self service content

  -------------- -----------------------------------------------------------------------------------------------------------------------
  File Name      Title
  133-02010020   How customers create a myGov account and link services
  133-02010030   Using the myGov Staff Linking Application
  133-02010050   myGov Inbox
  133-02010060   myGov Profile
  133-02010080   myGov messages and error codes
  133-02020020   Access Management for Self Service (AMSS) - Staff-assisted access for phone self service and nominees online
  133-02050000   Health Professional Online Services
  133-02050010   Digital images of medical reports electronically lodged by Treating Health Professionals (THP)
  133-02050020   Accessing Health Professional Online Services
  133-02050030   Find a patient service Health Professional Online Services (HPOS)
  133-02050040   Health Professional Online Services Support Mail Centre - managing emails from health professionals
  133-02050050   Provider numbers issued via Health Professional Online Services
  133-02050060   Medicare Bulk Bill Webclaim
  133-02050070   Medicare Patient Claim Webclaim
  133-02070000   Self service terminals
  133-02080000   Self service for nominees
  133-02090040   Claiming Medicare benefits online
  133-02090080   Preferences for Medicare letters
  133-02090090   Troubleshooting Medicare self service
  133-02100010   myGov Update your details service
  133-02130000   Provider Digital Access (PRODA)
  133-02130020   Helping users create a Provider Digital Access (PRODA) account
  133-02130030   Helping users self-manage their Provider Digital Access (PRODA) account
  133-02130040   Processing the Manual identity verification for Provider Digital Access (HW080) form
  133-02130060   Search for a Provider Digital Access (PRODA) account and conduct security check
  133-02130070   View history of changes and access to a Provider Digital Access (PRODA) record
  133-02130080   Managing a Provider Digital Access (PRODA) account
  133-02130090   Managing account status and displaying records for Provider Digital Access (PRODA) accounts
  133-02130100   Escalating Provider Digital Access (PRODA) incidents, complaints and feedback
  133-02130110   Processing Medicare identifiers for Healthcare providers and administrators
  133-02140000   Child Support Business Online Services (CSBOS)
  133-02160000   Circumstance Change Monitor (CCM)
  133-03010000   Apply for a payment or concession card options online
  133-03010070   Online or Assisted Customer Claim (ACC) for family assistance, Parental Leave Pay (PPL) and Dad and Partner Pay (DAP)
  133-03010120   Online and Assisted Customer Claims (ACC) for Single Income Family Supplement (SIFS)
  133-03010130   Cancel or withdraw an online claim
  133-04010000   Advance payment options online
  133-04020000   Documents and Statements option online
  133-04020020   Deduction Statement
  133-04030010   View/Update Absence From Care online
  133-04040010   View child care details and payments option online
  133-04040020   View child care attendance option online
  133-04040030   View Child Care Details and Payments option for Child Care Rebate (CCR) online
  133-04050000   Deductions options online
  133-04060000   Upload documents service
  133-04080000   Family assistance and Paid Parental Leave scheme options online
  133-04090000   Income and assets options online
  133-04100000   Income Management and BasicsCard self service options
  133-04110000   Money you owe option online
  133-04120000   Online estimator options
  133-04130000   Business and organisation search tools
  133-04140000   Centrelink payment details options online
  133-04150020   Update address, accommodation or contact details online
  133-04150030   View/Update overseas travel online
  133-04160020   Reporting using phone self service
  133-04160050   Voiceprints for phone self service
  133-04180000   Reporting employment income online
  133-04180030   Employment income options online
  133-04180060   View Work Bonus balance online
  133-04180080   Self Service Access Facility (SSAF) for reporting employment income, participation and change of circumstance details
  133-05000000   Centrelink letters online and Electronic Messaging
  133-06010010   Troubleshooting Centrelink self service
  133-07000000   Services Australia social media accounts
  133-08010000   Online services for organisation nominees
  133-10010000   Medicare claims history and claims history statement online
  133-10050000   Child Dental Benefits Schedule (CDBS) details online
  133-10060000   Australian Organ Donor Register (AODR) details online
  133-17021500   Online services for TFES claimants
  133-17022400   Payment and Service Finder
  133-17042600   Evidence of Identity documents for Provider Digital Access (PRODA)
  133-17091500   Troubleshooting Child Support self service
  133-17111700   myGov Code Generator app
  133-18071206   Urgent payment requests using self service
  133-19051010   Provider Digital Access (PRODA) organisations
  133-19053103   Troubleshooting self service
  133-19053111   Access to self service
  133-19053146   Using self service
  133-19061400   Access to Centrelink self service - set up, checking, locking and resetting
  133-19061407   Access to Child Support self service - set up, checking and updates
  133-19061414   Access to Medicare self service - set up, checking, cancelling and enabling
  133-19061415   Using Centrelink self service
  133-19061428   Using Child Support self service
  133-19061430   Using Medicare self service
  133-19061438   Using myGov accounts
  133-19061443   Child Support channel preferences, online letters and messages
  133-19061448   Troubleshooting myGov
  133-19071919   Cancel my current payment online
  133-20021940   Medicare online account - Care plan search history screen
  133-20071505   Escalating organisation Provider Linking System incidents, complaints and feedback
  133-20111745   MBS Items Online Checker and patient care plan history search in HPOS
  133-20112019   Digital Identity in myGov
  133-21012715   Update relationship details online
  133-21022317   Child Support Electronic Messaging (EM)
  133-21042119   Digital health and aged care channels upgrade to web services
  133-22081210   Organisation Register
  -------------- -----------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
